oid,category,cat_id,trig_id,over_id,sdate,amount,cleared,checknum,desc
11,Groceries,3,16,0,2017-03-13 00:00:00.000,-19642,False,1,PURCHASE AUTHORIZED ON 03/11 VONS Store 2029 LANCASTER CA P00587070658840266 CARD 4129
12,Health,20,44,0,2017-03-13 00:00:00.000,-4495,False,1,RECURRING PAYMENT AUTHORIZED ON 03/10 WEIGHTWATCHERS.COM 800-221-2112 NY S467068349495093 CARD 6858
13,Health,20,44,0,2017-03-13 00:00:00.000,-4495,False,1,RECURRING PAYMENT AUTHORIZED ON 03/10 WEIGHTWATCHERS.COM 800-221-2112 NY S387068349467976 CARD 6858
14,Phone,24,65,0,2017-03-10 00:00:00.000,-30000,False,1,SPRINT8006396111 ACHBILLPAY MAR 09 XXXXX1469 CORI SPENCER-CLARK
15,Cash,25,71,0,2017-03-10 00:00:00.000,-4000,False,1,ATM WITHDRAWAL AUTHORIZED ON 03/10 4033 WEST AVENUE L LANCASTER CA 0009516 ATM ID 4803E CARD 6858
16,FastFood,4,72,0,2017-03-10 00:00:00.000,-1514,False,1,PURCHASE AUTHORIZED ON 03/09 SUBMARINE CALIFORN MURRIETA CA S587069134053947 CARD 4129
17,Car,2,99,0,2017-03-10 00:00:00.000,-23900,False,1,PURCHASE AUTHORIZED ON 03/09 STATE OF CALIF DMV 800-7770133 CA S587067702807980 CARD 4129
18,Paycheck,13,71,0,2017-03-10 00:00:00.000,120000,False,1,ATM CHECK DEPOSIT ON 03/10 4033 WEST AVENUE L LANCASTER CA 0009388 ATM ID 4803E CARD 4129
19,Fee,21,0,1,2017-03-09 00:00:00.000,-850,False,1,MONTHLY SERVICE FEE
20,Fee,21,46,0,2017-03-09 00:00:00.000,-850,False,1,MONTHLY SERVICE FEE
21,Insurance,22,56,0,2017-03-09 00:00:00.000,-5330,False,1,Anthem BC RA-1201023 170308 000000803149120 CORI SPENCER
22,Entertain,7,40,0,2017-03-09 00:00:00.000,-999,False,1,RECURRING PAYMENT AUTHORIZED ON 03/08 Netflix.com netflix.com CA S387067577716394 CARD 6858
23,Xfer,9,17,0,2017-03-08 00:00:00.000,70000,False,1,THRIVENT FED CU P2P 170308 CORI SPENCER-CL CORI SPENCER-CLARK
24,Home,6,5,0,2017-03-06 00:00:00.000,-12311,False,1,MERCHANT-ISSUED PAYMENT CARD TARGET DEBIT CRD ACH TRAN 170304 000560154010245 174 TARGET - LANCASTER C
25,Car,2,11,0,2017-03-06 00:00:00.000,-37581,False,1,ALLY ALLY PAYMT 030317 61192500817601I CORI SPENCER-CLARK
26,Check,18,188,0,2017-03-06 00:00:00.000,-13000,True,1,Check # 1504 (Converted ACH) RSF/GEMB CHECK PYMT 170304 01504 0000006019183277239455 # 1504
27,Clothing,15,96,0,2017-03-06 00:00:00.000,-12500,False,1,Check # 1502 (Converted ACH) Kohls Chg Pmt Check Pmt 01502 0495764086
28,Loan,17,30,0,2017-03-06 00:00:00.000,-10000,False,1,AES 8002330557 030617 NM103*PHEAA DEBIT- 26491693\
29,Misc,14,98,0,2017-03-06 00:00:00.000,-8200,False,1,PAYMENT FOR AMZ STORECARD 030317 1263500563 6045781065056128
30,Groceries,3,43,0,2017-03-06 00:00:00.000,-22991,False,1,PURCHASE WITH CASH BACK $ 20.00 AUTHORIZED ON 03/05 STATERBROS146 LANCASTER CA P00587064742247907 CARD 4129
31,Misc,14,49,0,2017-03-06 00:00:00.000,-1232,False,1,PURCHASE AUTHORIZED ON 03/05 AMAZON MKTPLACE PM AMZN.COM/BILL WA S467064173985725 CARD 4129
32,Car,2,95,0,2017-03-06 00:00:00.000,-25,False,1,PURCHASE AUTHORIZED ON 03/04 LA CITY PARKING ME LOS ANGELES CA S587064066023360 CARD 6858
33,Misc,14,49,0,2017-03-06 00:00:00.000,-1310,False,1,PURCHASE AUTHORIZED ON 03/05 AMAZON MKTPLACE PM AMZN.COM/BILL WA S307063854842291 CARD 4129
34,FastFood,4,97,0,2017-03-06 00:00:00.000,-345,False,1,PURCHASE AUTHORIZED ON 03/04 STARBUCKS STORE 27 LOS ANGELES CA S587063795182204 CARD 6858
35,Groceries,3,15,0,2017-03-06 00:00:00.000,-880,False,1,PURCHASE AUTHORIZED ON 03/04 YAMAZAKI CALIFORNI LOS ANGELES CA S307063715786330 CARD 6858
36,Beauty,12,22,0,2017-03-06 00:00:00.000,-2495,False,1,PURCHASE AUTHORIZED ON 03/04 RODANFI*LDS 415273 San Francisco CA S467063304454743 CARD 4129
37,Beauty,12,22,0,2017-03-06 00:00:00.000,-13594,False,1,PURCHASE AUTHORIZED ON 03/04 RODANFI*LDS 415273 San Francisco CA S587063297533025 CARD 4129
38,FastFood,4,94,0,2017-03-06 00:00:00.000,-1005,False,1,PURCHASE AUTHORIZED ON 03/03 DEL TACO 0904 LANCASTER CA S587063096934273 CARD 6858
39,Home,6,5,0,2017-03-03 00:00:00.000,-454,False,1,MERCHANT-ISSUED PAYMENT CARD TARGET DEBIT CRD ACH TRAN 170302 000560154010245 076 TARGET - LANCASTER C
40,Mortgage,16,28,0,2017-03-03 00:00:00.000,-95469,False,1,WF HOME MTG AUTO PAY 030317 0433501202 JON E CLARK
41,FastFood,4,72,0,2017-03-03 00:00:00.000,-934,False,1,PURCHASE AUTHORIZED ON 03/02 SUBMARINE CALIFORN MURRIETA CA S307062128695879 CARD 6858
42,FastFood,4,92,0,2017-03-03 00:00:00.000,-1187,False,1,PURCHASE AUTHORIZED ON 03/02 PANERA BREAD #2042 661-274-8500 CA S307061758080795 CARD 4129
43,Gas,5,4,0,2017-03-02 00:00:00.000,-3474,False,1,PURCHASE AUTHORIZED ON 03/02 CHEVRON/G&M OIL CO.
44,Paycheck,13,25,0,2017-03-02 00:00:00.000,203534,False,1,WS01 ABACUS P/R NET PAY 3 JON E. CLARK
45,Insurance,22,74,0,2017-03-01 00:00:00.000,-23897,False,1,STATE FARM RO 27 SFPP 02 S 0361103302 JON E CLARK
46,Groceries,3,16,0,2017-03-01 00:00:00.000,-3429,False,1,PURCHASE AUTHORIZED ON 03/01 VONS Store 2029 LANCASTER CA P00467061020578812 CARD 4129
47,Gas,5,4,0,2017-03-01 00:00:00.000,-3099,False,1,PURCHASE AUTHORIZED ON 02/28 CHEVRON/G&M OIL CO.
48,Groceries,3,16,0,2017-03-01 00:00:00.000,-1487,False,1,PURCHASE AUTHORIZED ON 02/28 VONS Store 2029 LANCASTER CA P00587060074476246 CARD 6858
49,Bus,31,71,0,2017-02-28 00:00:00.000,-14000,False,1,ATM WITHDRAWAL AUTHORIZED ON 02/28 4033 WEST AVENUE L LANCASTER CA 0006684 ATM ID 4803E CARD 6858
50,Groceries,3,16,0,2017-02-28 00:00:00.000,-4753,False,1,PURCHASE AUTHORIZED ON 02/28 VONS Store 2029 LANCASTER CA P00587060027013713 CARD 4129
51,Medical,10,29,0,2017-02-28 00:00:00.000,-14300,False,1,PURCHASE AUTHORIZED ON 02/28 KP RX01057 LANCASTER CA P00000000376517229 CARD 4129
52,Card,19,75,0,2017-02-27 00:00:00.000,-7200,False,1,HOME DEPOT ONLINE PMT 170224 122260629272365 CORI SPENCER CLARK
53,FastFood,4,35,0,2017-02-27 00:00:00.000,-2822,False,1,PURCHASE AUTHORIZED ON 02/25 HOT ROD DOGZ LANCASTER CA S467057082084545 CARD 6858
54,Medical,10,29,0,2017-02-27 00:00:00.000,-1834,False,1,PURCHASE AUTHORIZED ON 02/25 KP RX01057 LANCASTER CA P00000000874992053 CARD 4129
55,FastFood,4,83,0,2017-02-27 00:00:00.000,-3559,False,1,PURCHASE AUTHORIZED ON 02/25 5GUYS 0643 QSR PALMDALE CA S307056764420193 CARD 6858
56,Education,26,93,0,2017-02-27 00:00:00.000,-10000,False,1,PURCHASE AUTHORIZED ON 02/25 MICROSOFT *STORE MSBILL.INFO WA S587056691836217 CARD 4129
57,Groceries,3,16,0,2017-02-27 00:00:00.000,-10392,False,1,PURCHASE AUTHORIZED ON 02/25 VONS Store 2029 LANCASTER CA P00587056628262453 CARD 4129
58,FastFood,4,59,0,2017-02-27 00:00:00.000,-584,False,1,PURCHASE AUTHORIZED ON 02/24 WENDYS #20 LANCASTER CA S587056012345203 CARD 4129
59,FastFood,4,94,0,2017-02-27 00:00:00.000,-239,False,1,PURCHASE AUTHORIZED ON 02/24 DEL TACO 0176 LANCASTER CA S467055677439869 CARD 4129
60,Entertain,7,68,0,2017-02-27 00:00:00.000,-1499,False,1,PURCHASE AUTHORIZED ON 02/24 BLIZZARD ENT*WOW S BLIZZARD.COM CA S387055671600033 CARD 4129
61,Paycheck,13,48,0,2017-02-27 00:00:00.000,107302,False,1,MOBILE DEPOSIT : REF NUMBER :507250630248
62,Paycheck,13,48,0,2017-02-27 00:00:00.000,12700,False,1,MOBILE DEPOSIT : REF NUMBER :607250630407
63,Card,19,55,0,2017-02-24 00:00:00.000,-9400,False,1,CAPITAL ONE ONLINE PMT 705539919521953 5233242127ClarkCori
64,Card,19,55,0,2017-02-24 00:00:00.000,-4000,False,1,CAPITAL ONE ONLINE PMT 705539919521952 6195959171ClarkCori
65,Home,6,75,0,2017-02-24 00:00:00.000,-4223,False,1,PURCHASE AUTHORIZED ON 02/24 THE HOME DEPOT #6651 LANCASTER CA P00387056064772167 CARD 6858
66,FastFood,4,92,0,2017-02-23 00:00:00.000,-1344,False,1,PURCHASE AUTHORIZED ON 02/22 PANERA BREAD #2042 661-274-8500 CA S587053713445626 CARD 4129
67,Xfer,9,17,0,2017-02-23 00:00:00.000,40000,False,1,THRIVENT FED CU P2P 170223 CORI SPENCER-CL CORI SPENCER-CLARK
68,Check,18,187,0,2017-02-22 00:00:00.000,-22000,True,1,CHECK # 1402
69,Loan,17,30,0,2017-02-21 00:00:00.000,-10000,False,1,AES 8002330557 022117 NM103*PHEAA DEBIT- 26383996\
70,Home,6,75,0,2017-02-21 00:00:00.000,-977,False,1,PURCHASE AUTHORIZED ON 02/21 THE HOME DEPOT #6651 LANCASTER CA P00467053062981893 CARD 6858
71,Groceries,3,16,0,2017-02-21 00:00:00.000,-10335,False,1,PURCHASE AUTHORIZED ON 02/20 VONS Store 2029 LANCASTER CA P00467051566988428 CARD 4129
72,Entertain,7,45,0,2017-02-21 00:00:00.000,-1399,False,1,PURCHASE AUTHORIZED ON 02/20 BARNES&NOBLE*COM 800-843-2665 NY S307051144524196 CARD 6858
73,FastFood,4,24,0,2017-02-21 00:00:00.000,-878,False,1,PURCHASE AUTHORIZED ON 02/19 WETZEL PRETZEL PALMDALE CA S587050810145116 CARD 4129
74,Clothing,15,89,0,2017-02-21 00:00:00.000,-24098,False,1,PURCHASE AUTHORIZED ON 02/19 TORRID #5060 PALMDALE CA S587050806096362 CARD 4129
75,Cash,25,71,0,2017-02-21 00:00:00.000,-20000,False,1,ATM WITHDRAWAL AUTHORIZED ON 02/19 1816 E AVENUE J LANCASTER CA 0005970 ATM ID 9942Y CARD 6858
76,Groceries,3,43,0,2017-02-21 00:00:00.000,-2389,False,1,PURCHASE AUTHORIZED ON 02/19 STATERBROS146 LANCASTER CA P00467050560611509 CARD 6858
77,Cash,25,71,0,2017-02-21 00:00:00.000,-4000,False,1,ATM WITHDRAWAL AUTHORIZED ON 02/18 3027 RANCHO VISTA BL PALMDALE CA 0006030 ATM ID 4803H CARD 6858
78,FastFood,4,50,0,2017-02-21 00:00:00.000,-7673,False,1,PURCHASE AUTHORIZED ON 02/19 BJS RESTAURANTS 46 PALMDALE CA S587050111095197 CARD 6858
79,Misc,14,49,0,2017-02-21 00:00:00.000,-2199,False,1,PURCHASE AUTHORIZED ON 02/19 AMAZON MKTPLACE PM AMZN.COM/BILL WA S467050027112675 CARD 4129
80,Home,6,91,0,2017-02-21 00:00:00.000,-9234,False,1,PURCHASE AUTHORIZED ON 02/18 MARSHALLS 4450 VALLEY LANCASTER CA P00000000673136378 CARD 4129
81,Groceries,3,43,0,2017-02-21 00:00:00.000,-26577,False,1,PURCHASE AUTHORIZED ON 02/18 STATERBROS146 LANCASTER CA P00307049684938142 CARD 4129
82,FastFood,4,90,0,2017-02-21 00:00:00.000,-2869,False,1,PURCHASE AUTHORIZED ON 02/18 RIGATONY'S PIZZA A QUARTZ HILL CA S467049082324719 CARD 4129
83,FastFood,4,72,0,2017-02-21 00:00:00.000,-877,False,1,PURCHASE AUTHORIZED ON 02/17 SUBMARINE CALIFORN MURRIETA CA S387048691556506 CARD 4129
84,FastFood,4,62,0,2017-02-21 00:00:00.000,-434,False,1,PURCHASE AUTHORIZED ON 02/16 CARL'S JR 1100029 LANCASTER CA S587048135937332 CARD 6858
85,Mortgage,16,28,0,2017-02-17 00:00:00.000,-98377,False,1,WF HOME MTG AUTO PAY 021717 0433501202 JON E CLARK
86,Gas,5,4,0,2017-02-17 00:00:00.000,-3178,False,1,PURCHASE AUTHORIZED ON 02/16 CHEVRON/G&M OIL CO.
87,FastFood,4,72,0,2017-02-17 00:00:00.000,-2157,False,1,PURCHASE AUTHORIZED ON 02/16 SUBMARINE CALIFORN MURRIETA CA S307048132848077 CARD 6858
88,Gas,5,88,0,2017-02-17 00:00:00.000,-2035,False,1,PURCHASE AUTHORIZED ON 02/16 ARCO #42950 LANCASTER CA P00000000746734469 CARD 6858
89,Beauty,12,182,0,2017-02-16 00:00:00.000,-2794,False,1,RECURRING PAYMENT AUTHORIZED ON 02/15 GRC*TRYITNOW 800-4657613 CA S467046368187709 CARD 4129
90,Utilities,23,87,0,2017-02-16 00:00:00.000,-16000,False,1,PURCHASE AUTHORIZED ON 02/15 TWC*TIME WARNER CA 888-TWCABLE CA S587044603214427 CARD 6858
91,Paycheck,13,25,0,2017-02-16 00:00:00.000,203534,False,1,WS01 ABACUS P/R NET PAY 3 JON E. CLARK
92,Home,6,5,0,2017-02-15 00:00:00.000,-3734,False,1,MERCHANT-ISSUED PAYMENT CARD TARGET DEBIT CRD ACH TRAN 170214 000560154010245 081 TARGET - LANCASTER C
93,Groceries,3,43,0,2017-02-15 00:00:00.000,-1805,False,1,PURCHASE AUTHORIZED ON 02/15 STATERBROS146 LANCASTER CA P00467047063323865 CARD 6858
94,Misc,14,26,0,2017-02-15 00:00:00.000,-1738,False,1,PURCHASE AUTHORIZED ON 02/15 CVS/PHARM 01666--846 W Lancaster CA P00000000474117315 CARD 4129
95,FastFood,4,85,0,2017-02-15 00:00:00.000,-1161,False,1,PURCHASE AUTHORIZED ON 02/13 YOGURTLAND CA295 LANCASTER CA S587045095367354 CARD 6858
96,Utilities,23,86,0,2017-02-15 00:00:00.000,-5708,False,1,PURCHASE AUTHORIZED ON 02/14 L2G*LA CO WATERWOR 877-637-3661 CA S307044584784942 CARD 4129
97,Groceries,3,43,0,2017-02-14 00:00:00.000,-384,False,1,PURCHASE AUTHORIZED ON 02/14 STATERBROS146 LANCASTER CA P00387046012855563 CARD 4129
98,Misc,14,84,0,2017-02-14 00:00:00.000,-1714,False,1,PURCHASE AUTHORIZED ON 02/14 USPS PO 05418205 43824 LANCASTER CA P00307045670530821 CARD 4129
99,FastFood,4,3,0,2017-02-14 00:00:00.000,-1255,False,1,PURCHASE AUTHORIZED ON 02/12 MCDONALD'S F12937 LANCASTER CA S307043600144746 CARD 6858
100,Entertain,7,53,0,2017-02-13 00:00:00.000,-999,False,1,RECURRING PAYMENT AUTHORIZED ON 02/12 MICROSOFT *XBOXL 800-642-7676 WA S307044154428275 CARD 4129
101,Groceries,3,43,0,2017-02-13 00:00:00.000,-19093,False,1,PURCHASE AUTHORIZED ON 02/12 STATERBROS146 LANCASTER CA P00467043754642526 CARD 6858
102,Groceries,3,43,0,2017-02-13 00:00:00.000,-3547,False,1,PURCHASE AUTHORIZED ON 02/11 STATERBROS146 LANCASTER CA P00387043135908453 CARD 6858
103,Entertain,7,82,0,2017-02-13 00:00:00.000,-1487,False,1,PURCHASE AUTHORIZED ON 02/11 BARNESNOBLE 39228 10th Palmdale CA P00467043084839053 CARD 6858
104,FastFood,4,83,0,2017-02-13 00:00:00.000,-3559,False,1,PURCHASE AUTHORIZED ON 02/11 5GUYS 0643 QSR PALMDALE CA S587043042892224 CARD 6858
105,Groceries,3,2,0,2017-02-13 00:00:00.000,-8535,False,1,PURCHASE AUTHORIZED ON 02/11 Wal-Mart Super Center LANCASTER CA P00000000270456528 CARD 4129
106,Health,20,44,0,2017-02-13 00:00:00.000,-4495,False,1,RECURRING PAYMENT AUTHORIZED ON 02/10 WEIGHTWATCHERS.COM 800-221-2112 NY S307040366231245 CARD 6858
107,Health,20,44,0,2017-02-13 00:00:00.000,-4495,False,1,RECURRING PAYMENT AUTHORIZED ON 02/10 WEIGHTWATCHERS.COM 800-221-2112 NY S307040366199949 CARD 6858
108,Card,19,81,0,2017-02-10 00:00:00.000,-50000,False,1,HC PROCESSING WEB PYMT 6288280 Clark Jon E
109,FastFood,4,72,0,2017-02-10 00:00:00.000,-1522,False,1,PURCHASE AUTHORIZED ON 02/09 SUBMARINE CALIFORN MURRIETA CA S587041133144152 CARD 6858
110,Paycheck,13,48,0,2017-02-10 00:00:00.000,120000,False,1,MOBILE DEPOSIT : REF NUMBER :613100932122
111,Fee,21,0,1,2017-02-09 00:00:00.000,-850,False,1,MONTHLY SERVICE FEE
112,Fee,21,46,0,2017-02-09 00:00:00.000,-850,False,1,MONTHLY SERVICE FEE
113,Home,6,5,0,2017-02-09 00:00:00.000,-2891,False,1,MERCHANT-ISSUED PAYMENT CARD TARGET DEBIT CRD ACH TRAN 170208 000560154010245 074 TARGET - LANCASTER C
114,Card,19,55,0,2017-02-09 00:00:00.000,-16000,False,1,CAPITAL ONE Online Pmt 170209 000001840968104 CORI S CLARK
115,Medical,10,29,0,2017-02-09 00:00:00.000,-1850,False,1,PURCHASE AUTHORIZED ON 02/09 KP RX01057 LANCASTER CA P00000000780765462 CARD 6858
116,Groceries,3,16,0,2017-02-09 00:00:00.000,-10927,False,1,PURCHASE AUTHORIZED ON 02/09 VONS Store 2029 LANCASTER CA P00587040810623795 CARD 4129
117,Gas,5,4,0,2017-02-09 00:00:00.000,-2113,False,1,PURCHASE AUTHORIZED ON 02/08 CHEVRON/G&M OIL CO.
118,Entertain,7,40,0,2017-02-09 00:00:00.000,-999,False,1,RECURRING PAYMENT AUTHORIZED ON 02/08 Netflix.com netflix.com CA S587039523087545 CARD 6858
119,Entertain,7,80,0,2017-02-09 00:00:00.000,-599,False,1,PURCHASE AUTHORIZED ON 02/08 GOOGLE *Nintendo g.co/payhelp# CA S467038689733353 CARD 4129
120,Xfer,9,17,0,2017-02-09 00:00:00.000,50000,False,1,THRIVENT FED CU P2P 170209 CORI SPENCER-CL CORI SPENCER-CLARK
121,Insurance,22,56,0,2017-02-08 00:00:00.000,-5330,False,1,Anthem BC RA-1201023 170207 000000792874896 CORI SPENCER
122,Gas,5,79,0,2017-02-08 00:00:00.000,-1501,False,1,PURCHASE AUTHORIZED ON 02/08 SHELL Service Station LANCASTER CA P00587040008411803 CARD 4129
123,FastFood,4,72,0,2017-02-08 00:00:00.000,-2069,False,1,PURCHASE AUTHORIZED ON 02/07 SUBMARINE CALIFORN MURRIETA CA S587038714867899 CARD 4129
124,Hobby,8,63,0,2017-02-07 00:00:00.000,-1630,False,1,PURCHASE AUTHORIZED ON 02/06 RADIOSHACK COR LANCASTER CA P00000000377013032 CARD 6858
125,Misc,14,49,0,2017-02-07 00:00:00.000,-744,False,1,PURCHASE AUTHORIZED ON 02/07 AMAZON MKTPLACE PM AMZN.COM/BILL WA S387036718478897 CARD 4129
126,Loan,17,30,0,2017-02-06 00:00:00.000,-10000,False,1,AES 8002330557 020617 NM103*PHEAA DEBIT- 26298843\
127,Gas,5,4,0,2017-02-06 00:00:00.000,-2018,False,1,PURCHASE AUTHORIZED ON 02/06 CHEVRON/G&M OIL CO.
128,Groceries,3,16,0,2017-02-06 00:00:00.000,-398,False,1,PURCHASE AUTHORIZED ON 02/06 VONS Store 2029 LANCASTER CA P00387038049141697 CARD 6858
129,Misc,14,26,0,2017-02-06 00:00:00.000,-4648,False,1,PURCHASE AUTHORIZED ON 02/06 CVS/PHARM 01666--846 W Lancaster CA P00000000836603800 CARD 4129
130,Gas,5,4,0,2017-02-06 00:00:00.000,-2725,False,1,PURCHASE AUTHORIZED ON 02/05 CHEVRON/G&M OIL CO.
131,Groceries,3,43,0,2017-02-06 00:00:00.000,-10698,False,1,PURCHASE WITH CASH BACK $ 20.00 AUTHORIZED ON 02/05 STATERBROS146 LANCASTER CA P00467036734632187 CARD 4129
132,Groceries,3,16,0,2017-02-06 00:00:00.000,-4320,False,1,PURCHASE AUTHORIZED ON 02/05 VONS Store 2029 LANCASTER CA P00387036592628047 CARD 6858
133,FastFood,4,72,0,2017-02-06 00:00:00.000,-1586,False,1,PURCHASE AUTHORIZED ON 02/04 SUBMARINE CALIFORN MURRIETA CA S587036092854241 CARD 6858
134,Home,6,78,0,2017-02-06 00:00:00.000,-58314,False,1,PURCHASE AUTHORIZED ON 02/04 BIG LOTS STORES 1070 W LANCASTER CA P00467035640201574 CARD 6858
135,FastFood,4,38,0,2017-02-06 00:00:00.000,-6570,False,1,PURCHASE AUTHORIZED ON 02/04 KATZ N JAMMERS LANCASTER CA S387035614538688 CARD 6858
136,Beauty,12,22,0,2017-02-06 00:00:00.000,-2495,False,1,PURCHASE AUTHORIZED ON 02/04 RODANFI*LDS 415273 San Francisco CA S307035547839278 CARD 4129
137,Beauty,12,22,0,2017-02-06 00:00:00.000,-29357,False,1,PURCHASE AUTHORIZED ON 02/04 RODANFI*LDS 415273 San Francisco CA S587035543136708 CARD 4129
138,Entertain,7,77,0,2017-02-06 00:00:00.000,-4497,False,1,RECURRING PAYMENT AUTHORIZED ON 02/03 FOOD NETWORK MAGAZ 866-587-4653 NC S387034457490194 CARD 4129
139,Entertain,7,45,0,2017-02-06 00:00:00.000,-999,False,1,PURCHASE AUTHORIZED ON 02/03 BARNES&NOBLE*COM 800-843-2665 NY S587034355800047 CARD 4129
140,Groceries,3,16,0,2017-02-06 00:00:00.000,-7039,False,1,PURCHASE AUTHORIZED ON 02/02 VONS Store0002 LANCASTER CA S587033498340892 CARD 4129
141,Xfer,9,17,0,2017-02-06 00:00:00.000,100000,False,1,THRIVENT FED CU P2P 170206 CORI SPENCER-CL CORI SPENCER-CLARK
142,Mortgage,16,28,0,2017-02-03 00:00:00.000,-98378,False,1,WF HOME MTG AUTO PAY 020317 0433501202 JON E CLARK
143,Groceries,3,16,0,2017-02-03 00:00:00.000,-549,False,1,PURCHASE AUTHORIZED ON 02/03 VONS Store 2029 LANCASTER CA P00587035071586182 CARD 6858
144,Medical,10,29,0,2017-02-03 00:00:00.000,-1000,False,1,PURCHASE AUTHORIZED ON 02/03 KP RX01057 LANCASTER CA P00000000146376573 CARD 6858
145,FastFood,4,72,0,2017-02-03 00:00:00.000,-1693,False,1,PURCHASE AUTHORIZED ON 02/02 SUBMARINE CALIFORN MURRIETA CA S387034130191515 CARD 6858
146,Hobby,8,76,0,2017-02-02 00:00:00.000,-2000,False,1,PAYPAL INST XFER 170202 LILYCOLETTE JON CLARK
147,Car,2,11,0,2017-02-02 00:00:00.000,-35792,False,1,ALLY ALLY PAYMT 020117 61192500817601I CORI SPENCER-CLARK
148,Home,6,75,0,2017-02-02 00:00:00.000,2801,False,1,PURCHASE RETURN AUTHORIZED ON 02/01 THE HOME DEPOT #6651 LANCASTER CA P00307033078168659 CARD 6858
149,Home,6,75,0,2017-02-02 00:00:00.000,-2715,False,1,PURCHASE AUTHORIZED ON 02/01 THE HOME DEPOT #6651 LANCASTER CA P00467033082421549 CARD 6858
150,FastFood,4,72,0,2017-02-02 00:00:00.000,-1671,False,1,PURCHASE AUTHORIZED ON 02/01 SUBMARINE CALIFORN MURRIETA CA S587032743830969 CARD 4129
151,Paycheck,13,25,0,2017-02-02 00:00:00.000,203534,False,1,WS01 ABACUS P/R NET PAY 3 JON E. CLARK
152,Home,6,75,0,2017-02-01 00:00:00.000,-2801,False,1,PURCHASE AUTHORIZED ON 01/31 THE HOME DEPOT #6651 LANCASTER CA P00467032116510729 CARD 6858
153,Insurance,22,74,0,2017-01-31 00:00:00.000,-23897,False,1,STATE FARM RO 27 SFPP 02 S 0361103302 JON E CLARK
154,Groceries,3,16,0,2017-01-30 00:00:00.000,-2779,False,1,PURCHASE AUTHORIZED ON 01/30 VONS Store 2029 LANCASTER CA P00307031016330749 CARD 4129
155,Groceries,3,43,0,2017-01-30 00:00:00.000,-10131,False,1,PURCHASE AUTHORIZED ON 01/29 STATERBROS146 LANCASTER CA P00387029863726359 CARD 4129
156,Clothing,15,73,0,2017-01-30 00:00:00.000,-9786,False,1,PURCHASE AUTHORIZED ON 01/29 KOHLS 0753 39850 10TH PALMDALE CA P00467029837562120 CARD 6858
157,Entertain,7,45,0,2017-01-30 00:00:00.000,-999,False,1,PURCHASE AUTHORIZED ON 01/29 BARNES&NOBLE*COM 800-843-2665 NY S467029200091355 CARD 6858
158,FastFood,4,72,0,2017-01-30 00:00:00.000,-1522,False,1,PURCHASE AUTHORIZED ON 01/28 SUBMARINE CALIFORN MURRIETA CA S587029065827117 CARD 6858
159,Groceries,3,16,0,2017-01-30 00:00:00.000,-10522,False,1,PURCHASE AUTHORIZED ON 01/28 VONS Store 2029 LANCASTER CA P00307029012714862 CARD 4129
160,Groceries,3,16,0,2017-01-30 00:00:00.000,-5870,False,1,PURCHASE AUTHORIZED ON 01/28 VONS Store 2029 LANCASTER CA P00587029007947466 CARD 6858
161,Bus,31,71,0,2017-01-30 00:00:00.000,-14000,False,1,ATM WITHDRAWAL AUTHORIZED ON 01/28 4033 WEST AVENUE L LANCASTER CA 0008343 ATM ID 4803E CARD 6858
162,Groceries,3,43,0,2017-01-30 00:00:00.000,-4980,False,1,PURCHASE AUTHORIZED ON 01/27 STATERBROS146 LANCASTER CA P00307028080930063 CARD 6858
